JobIDRaw|Account|User|State|Partition|ReqCPUS|ReqMem|Timelimit|Submit|Start|End|NodeList|ReqTRES|Reason
2781|hpc|user.35|COMPLETED|cpu|10|53G|3-00:00:00|2022-12-19T00:41:49|2022-12-19T04:29:49|2022-12-19T15:03:49|node1|billing=10,cpu=10,mem=53G,node=1|None
2782|hpc|user.90|COMPLETED|cpu|3|20G|3-00:00:00|2022-12-19T00:46:49|2022-12-19T04:10:49|2022-12-20T02:31:49|node2|billing=10,cpu=3,mem=20G,node=1|None
2783|hpc|user.20|COMPLETED|cpu|4|339G|3-00:00:00|2022-12-18T21:23:49|2022-12-19T00:43:49|2022-12-19T21:56:49|node3|billing=10,cpu=4,mem=339G,node=1|None
2784|hpc|user.78|COMPLETED|cpu|11|101G|3-00:00:00|2022-12-18T22:05:49|2022-12-18T23:44:49|2022-12-19T01:31:49|node4|billing=10,cpu=11,mem=101G,node=1|None
2785|hpc|user.26|COMPLETED|cpu|16|36G|3-00:00:00|2022-12-19T00:42:49|2022-12-19T01:30:49|2022-12-20T00:39:49|node5|billing=10,cpu=16,mem=36G,node=1|QOSMaxJobsPerUserLimit
2786|hpc|user.93|COMPLETED|cpu|15|450G|3-00:00:00|2022-12-18T21:07:49|2022-12-18T23:58:49|2022-12-19T05:48:49|node6|billing=10,cpu=15,mem=450G,node=1|None
2787|hpc|user.22|COMPLETED|cpu|18|292G|3-00:00:00|2022-12-18T22:00:49|2022-12-19T01:57:49|2022-12-20T00:57:49|node7|billing=10,cpu=18,mem=292G,node=1|QOSMaxJobsPerUserLimit
2788|hpc|user.69|COMPLETED|cpu|26|640G|3-00:00:00|2022-12-18T22:57:49|2022-12-19T00:17:49|2022-12-19T23:28:49|node8|billing=10,cpu=26,mem=640G,node=1|None
2789|hpc|user.25|COMPLETED|cpu|4|58G|3-00:00:00|2022-12-18T21:23:49|2022-12-18T22:30:49|2022-12-19T12:12:49|node9|billing=10,cpu=4,mem=58G,node=1|Dependency
2790|hpc|user.77|COMPLETED|cpu|36|105G|3-00:00:00|2022-12-19T00:33:49|2022-12-19T01:06:49|2022-12-19T02:45:49|node10|billing=10,cpu=36,mem=105G,node=1|QOSMaxJobsPerUserLimit
2791|hpc|user.4|COMPLETED|gpu|12|307G|3-00:00:00|2022-12-19T00:05:49|2022-12-19T01:30:49|2022-12-19T15:34:49|gpunode1|billing=10,cpu=12,gres/gpu=2,mem=307G,node=1|None
2792|hpc|user.80|COMPLETED|gpu|9|28G|3-00:00:00|2022-12-18T22:21:49|2022-12-18T23:41:49|2022-12-19T02:20:49|gpunode2|billing=10,cpu=9,gres/gpu=4,mem=28G,node=1|None
2793|hpc|user.17|COMPLETED|gpu|9|2G|3-00:00:00|2022-12-18T22:53:49|2022-12-19T01:29:49|2022-12-19T08:14:49|gpunode3|billing=10,cpu=9,gres/gpu=1,mem=2G,node=1|None
2794|hpc|user.33|COMPLETED|gpu|30|1000G|3-00:00:00|2022-12-18T22:29:49|2022-12-19T01:18:49|2022-12-19T23:38:49|gpunode4|billing=10,cpu=30,gres/gpu=13,mem=1000G,node=1|None
2795|hpc|user.91|COMPLETED|gpu|62|87G|3-00:00:00|2022-12-18T22:51:49|2022-12-19T01:27:49|2022-12-19T10:25:49|gpunode5|billing=10,cpu=62,gres/gpu=2,mem=87G,node=1|ReqNodeNotAvail
2796|hpc|user.64|COMPLETED|gpu|23|11G|3-00:00:00|2022-12-19T00:52:49|2022-12-19T02:39:49|2022-12-19T10:39:49|gpunode6|billing=10,cpu=23,gres/gpu=4,mem=11G,node=1|Dependency
2797|hpc|user.33|COMPLETED|gpu|11|144G|3-00:00:00|2022-12-18T21:29:49|2022-12-18T22:53:49|2022-12-19T04:42:49|gpunode7|billing=10,cpu=11,gres/gpu=2,mem=144G,node=1|None
2798|hpc|user.19|COMPLETED|gpu|25|1431G|3-00:00:00|2022-12-19T00:09:49|2022-12-19T02:04:49|2022-12-19T10:16:49|gpunode8|billing=10,cpu=25,gres/gpu=15,mem=1431G,node=1|None
2799|hpc|user.87|COMPLETED|gpu|6|246G|3-00:00:00|2022-12-19T00:43:49|2022-12-19T03:39:49|2022-12-19T17:33:49|gpunode9|billing=10,cpu=6,gres/gpu=2,mem=246G,node=1|QOSMaxJobsPerUserLimit
2800|hpc|user.1|COMPLETED|gpu|25|1365G|3-00:00:00|2022-12-18T21:14:49|2022-12-18T22:06:49|2022-12-19T21:35:49|gpunode10|billing=10,cpu=25,gres/gpu=11,mem=1365G,node=1|None
2801|hpc|user.32|COMPLETED|cpu|23|3G|3-00:00:00|2022-12-19T23:47:49|2022-12-20T02:51:49|2022-12-20T21:34:49|node1|billing=10,cpu=23,mem=3G,node=1|Dependency
2802|hpc|user.43|COMPLETED|cpu|86|655G|3-00:00:00|2022-12-19T22:17:49|2022-12-20T00:18:49|2022-12-20T03:31:49|node2|billing=10,cpu=86,mem=655G,node=1|None
2803|hpc|user.65|COMPLETED|cpu|20|286G|3-00:00:00|2022-12-20T00:09:49|2022-12-20T01:33:49|2022-12-20T23:03:49|node3|billing=10,cpu=20,mem=286G,node=1|None
2804|hpc|user.80|COMPLETED|cpu|13|234G|3-00:00:00|2022-12-19T21:38:49|2022-12-20T01:23:49|2022-12-20T07:46:49|node4|billing=10,cpu=13,mem=234G,node=1|None
2805|hpc|user.50|COMPLETED|cpu|20|36G|3-00:00:00|2022-12-19T22:52:49|2022-12-20T02:50:49|2022-12-20T21:36:49|node5|billing=10,cpu=20,mem=36G,node=1|None
2806|hpc|user.14|COMPLETED|cpu|2|300G|3-00:00:00|2022-12-19T22:17:49|2022-12-20T00:48:49|2022-12-20T02:28:49|node6|billing=10,cpu=2,mem=300G,node=1|None
2807|hpc|user.24|COMPLETED|cpu|7|244G|3-00:00:00|2022-12-19T22:21:49|2022-12-19T23:56:49|2022-12-20T20:53:49|node7|billing=10,cpu=7,mem=244G,node=1|None
2808|hpc|user.47|COMPLETED|cpu|25|249G|3-00:00:00|2022-12-19T23:24:49|2022-12-20T02:34:49|2022-12-20T17:28:49|node8|billing=10,cpu=25,mem=249G,node=1|None
2809|hpc|user.52|COMPLETED|cpu|11|34G|3-00:00:00|2022-12-19T21:32:49|2022-12-19T21:53:49|2022-12-20T19:55:49|node9|billing=10,cpu=11,mem=34G,node=1|None
2810|hpc|user.27|COMPLETED|cpu|10|199G|3-00:00:00|2022-12-19T22:09:49|2022-12-20T02:01:49|2022-12-20T03:55:49|node10|billing=10,cpu=10,mem=199G,node=1|QOSMaxJobsPerUserLimit
2811|hpc|user.28|COMPLETED|gpu|23|181G|3-00:00:00|2022-12-19T22:59:49|2022-12-20T02:27:49|2022-12-20T16:51:49|gpunode1|billing=10,cpu=23,gres/gpu=1,mem=181G,node=1|None
2812|hpc|user.6|COMPLETED|gpu|20|2G|3-00:00:00|2022-12-19T20:59:49|2022-12-19T22:04:49|2022-12-20T01:10:49|gpunode2|billing=10,cpu=20,gres/gpu=3,mem=2G,node=1|None
2813|hpc|user.34|COMPLETED|gpu|10|31G|3-00:00:00|2022-12-19T23:20:49|2022-12-20T00:37:49|2022-12-20T15:36:49|gpunode3|billing=10,cpu=10,gres/gpu=1,mem=31G,node=1|None
2814|hpc|user.95|COMPLETED|gpu|90|1128G|3-00:00:00|2022-12-19T22:08:49|2022-12-20T04:04:49|2022-12-20T14:10:49|gpunode4|billing=10,cpu=90,gres/gpu=11,mem=1128G,node=1|None
2815|hpc|user.22|COMPLETED|gpu|5|106G|3-00:00:00|2022-12-19T21:41:49|2022-12-19T22:47:49|2022-12-20T14:42:49|gpunode5|billing=10,cpu=5,gres/gpu=2,mem=106G,node=1|None
2816|hpc|user.75|COMPLETED|gpu|17|10G|3-00:00:00|2022-12-19T23:04:49|2022-12-20T02:15:49|2022-12-20T19:18:49|gpunode6|billing=10,cpu=17,gres/gpu=1,mem=10G,node=1|QOSMaxJobsPerUserLimit
2817|hpc|user.43|COMPLETED|gpu|1|148G|3-00:00:00|2022-12-20T00:31:49|2022-12-20T01:33:49|2022-12-20T09:04:49|gpunode7|billing=10,cpu=1,gres/gpu=2,mem=148G,node=1|Dependency
2818|hpc|user.54|COMPLETED|gpu|76|743G|3-00:00:00|2022-12-19T21:42:49|2022-12-19T23:26:49|2022-12-20T07:16:49|gpunode8|billing=10,cpu=76,gres/gpu=13,mem=743G,node=1|None
2819|hpc|user.87|COMPLETED|gpu|14|110G|3-00:00:00|2022-12-20T00:39:49|2022-12-20T04:11:49|2022-12-21T03:30:49|gpunode9|billing=10,cpu=14,gres/gpu=1,mem=110G,node=1|None
2820|hpc|user.93|COMPLETED|gpu|55|865G|3-00:00:00|2022-12-19T22:05:49|2022-12-20T03:39:49|2022-12-20T19:40:49|gpunode10|billing=10,cpu=55,gres/gpu=16,mem=865G,node=1|None
2821|hpc|user.99|COMPLETED|cpu|7|80G|3-00:00:00|2022-12-20T23:45:49|2022-12-21T02:13:49|2022-12-22T00:35:49|node1|billing=10,cpu=7,mem=80G,node=1|None
2822|hpc|user.16|COMPLETED|cpu|68|162G|3-00:00:00|2022-12-21T00:42:49|2022-12-21T01:59:49|2022-12-21T21:01:49|node2|billing=10,cpu=68,mem=162G,node=1|None
2823|hpc|user.60|COMPLETED|cpu|17|381G|3-00:00:00|2022-12-20T22:38:49|2022-12-21T00:39:49|2022-12-21T17:20:49|node3|billing=10,cpu=17,mem=381G,node=1|None
2824|hpc|user.3|COMPLETED|cpu|8|665G|3-00:00:00|2022-12-20T22:36:49|2022-12-21T00:59:49|2022-12-21T15:18:49|node4|billing=10,cpu=8,mem=665G,node=1|ReqNodeNotAvail
2825|hpc|user.43|COMPLETED|cpu|9|82G|3-00:00:00|2022-12-20T22:18:49|2022-12-21T02:14:49|2022-12-21T14:57:49|node5|billing=10,cpu=9,mem=82G,node=1|QOSMaxJobsPerUserLimit
2826|hpc|user.56|COMPLETED|cpu|10|123G|3-00:00:00|2022-12-20T21:39:49|2022-12-20T23:41:49|2022-12-21T20:04:49|node6|billing=10,cpu=10,mem=123G,node=1|None
2827|hpc|user.93|COMPLETED|cpu|34|8G|3-00:00:00|2022-12-21T00:05:49|2022-12-21T04:05:49|2022-12-21T10:33:49|node7|billing=10,cpu=34,mem=8G,node=1|None
2828|hpc|user.32|COMPLETED|cpu|12|451G|3-00:00:00|2022-12-20T21:46:49|2022-12-20T23:44:49|2022-12-21T11:28:49|node8|billing=10,cpu=12,mem=451G,node=1|None
2829|hpc|user.55|COMPLETED|cpu|5|66G|3-00:00:00|2022-12-20T23:57:49|2022-12-21T00:14:49|2022-12-21T15:18:49|node9|billing=10,cpu=5,mem=66G,node=1|None
2830|hpc|user.81|COMPLETED|cpu|38|704G|3-00:00:00|2022-12-20T23:23:49|2022-12-21T00:39:49|2022-12-21T01:24:49|node10|billing=10,cpu=38,mem=704G,node=1|None
2831|hpc|user.39|COMPLETED|gpu|14|312G|3-00:00:00|2022-12-20T21:58:49|2022-12-20T23:42:49|2022-12-21T11:43:49|gpunode1|billing=10,cpu=14,gres/gpu=1,mem=312G,node=1|None
2832|hpc|user.11|COMPLETED|gpu|4|25G|3-00:00:00|2022-12-20T21:36:49|2022-12-20T22:53:49|2022-12-21T09:34:49|gpunode2|billing=10,cpu=4,gres/gpu=2,mem=25G,node=1|None
2833|hpc|user.80|COMPLETED|gpu|4|159G|3-00:00:00|2022-12-21T00:17:49|2022-12-21T03:43:49|2022-12-22T03:01:49|gpunode3|billing=10,cpu=4,gres/gpu=2,mem=159G,node=1|None
2834|hpc|user.93|COMPLETED|gpu|52|1106G|3-00:00:00|2022-12-21T00:20:49|2022-12-21T03:24:49|2022-12-21T22:20:49|gpunode4|billing=10,cpu=52,gres/gpu=14,mem=1106G,node=1|ReqNodeNotAvail
2835|hpc|user.30|COMPLETED|gpu|43|244G|3-00:00:00|2022-12-20T21:47:49|2022-12-20T22:10:49|2022-12-21T20:13:49|gpunode5|billing=10,cpu=43,gres/gpu=2,mem=244G,node=1|QOSMaxJobsPerUserLimit
2836|hpc|user.14|COMPLETED|gpu|15|32G|3-00:00:00|2022-12-20T23:17:49|2022-12-21T01:38:49|2022-12-21T05:39:49|gpunode6|billing=10,cpu=15,gres/gpu=4,mem=32G,node=1|Dependency
2837|hpc|user.63|COMPLETED|gpu|2|85G|3-00:00:00|2022-12-20T23:49:49|2022-12-21T02:38:49|2022-12-21T08:05:49|gpunode7|billing=10,cpu=2,gres/gpu=2,mem=85G,node=1|None
2838|hpc|user.4|COMPLETED|gpu|81|690G|3-00:00:00|2022-12-21T00:12:49|2022-12-21T00:56:49|2022-12-21T18:23:49|gpunode8|billing=10,cpu=81,gres/gpu=10,mem=690G,node=1|None
2839|hpc|user.16|COMPLETED|gpu|16|176G|3-00:00:00|2022-12-20T23:27:49|2022-12-21T02:35:49|2022-12-21T14:53:49|gpunode9|billing=10,cpu=16,gres/gpu=1,mem=176G,node=1|ReqNodeNotAvail
2840|hpc|user.56|COMPLETED|gpu|58|127G|3-00:00:00|2022-12-21T00:43:49|2022-12-21T02:35:49|2022-12-21T23:35:49|gpunode10|billing=10,cpu=58,gres/gpu=16,mem=127G,node=1|None
2841|hpc|user.51|COMPLETED|cpu|10|57G|3-00:00:00|2022-12-22T00:20:49|2022-12-22T03:14:49|2022-12-22T09:34:49|node1|billing=10,cpu=10,mem=57G,node=1|None
2842|hpc|user.66|COMPLETED|cpu|5|160G|3-00:00:00|2022-12-22T00:40:49|2022-12-22T03:09:49|2022-12-22T18:35:49|node2|billing=10,cpu=5,mem=160G,node=1|None
2843|hpc|user.16|COMPLETED|cpu|28|34G|3-00:00:00|2022-12-22T00:48:49|2022-12-22T01:21:49|2022-12-22T21:47:49|node3|billing=10,cpu=28,mem=34G,node=1|None
2844|hpc|user.82|COMPLETED|cpu|11|309G|3-00:00:00|2022-12-21T21:36:49|2022-12-21T23:24:49|2022-12-22T21:42:49|node4|billing=10,cpu=11,mem=309G,node=1|None
2845|hpc|user.77|COMPLETED|cpu|21|71G|3-00:00:00|2022-12-21T23:41:49|2022-12-22T03:16:49|2022-12-22T06:17:49|node5|billing=10,cpu=21,mem=71G,node=1|None
2846|hpc|user.63|COMPLETED|cpu|25|578G|3-00:00:00|2022-12-21T23:26:49|2022-12-21T23:59:49|2022-12-22T08:17:49|node6|billing=10,cpu=25,mem=578G,node=1|None
2847|hpc|user.46|COMPLETED|cpu|37|159G|3-00:00:00|2022-12-21T22:05:49|2022-12-22T01:24:49|2022-12-22T21:04:49|node7|billing=10,cpu=37,mem=159G,node=1|None
2848|hpc|user.100|COMPLETED|cpu|5|512G|3-00:00:00|2022-12-21T21:30:49|2022-12-21T23:40:49|2022-12-22T03:32:49|node8|billing=10,cpu=5,mem=512G,node=1|None
2849|hpc|user.83|COMPLETED|cpu|19|68G|3-00:00:00|2022-12-21T21:15:49|2022-12-22T00:11:49|2022-12-22T15:49:49|node9|billing=10,cpu=19,mem=68G,node=1|None
2850|hpc|user.50|COMPLETED|cpu|63|475G|3-00:00:00|2022-12-22T00:43:49|2022-12-22T04:10:49|2022-12-22T19:42:49|node10|billing=10,cpu=63,mem=475G,node=1|QOSMaxJobsPerUserLimit
2851|hpc|user.98|COMPLETED|gpu|47|54G|3-00:00:00|2022-12-21T22:16:49|2022-12-21T22:29:49|2022-12-22T15:45:49|gpunode1|billing=10,cpu=47,gres/gpu=2,mem=54G,node=1|None
2852|hpc|user.24|COMPLETED|gpu|1|23G|3-00:00:00|2022-12-21T22:58:49|2022-12-22T00:57:49|2022-12-22T08:33:49|gpunode2|billing=10,cpu=1,gres/gpu=2,mem=23G,node=1|None
2853|hpc|user.80|COMPLETED|gpu|11|9G|3-00:00:00|2022-12-22T00:17:49|2022-12-22T03:04:49|2022-12-22T15:31:49|gpunode3|billing=10,cpu=11,gres/gpu=2,mem=9G,node=1|None
2854|hpc|user.51|COMPLETED|gpu|26|1340G|3-00:00:00|2022-12-21T20:57:49|2022-12-22T01:56:49|2022-12-22T14:06:49|gpunode4|billing=10,cpu=26,gres/gpu=16,mem=1340G,node=1|None
2855|hpc|user.54|COMPLETED|gpu|24|125G|3-00:00:00|2022-12-22T00:30:49|2022-12-22T03:22:49|2022-12-22T21:32:49|gpunode5|billing=10,cpu=24,gres/gpu=1,mem=125G,node=1|None
2856|hpc|user.75|COMPLETED|gpu|22|37G|3-00:00:00|2022-12-21T21:32:49|2022-12-21T21:41:49|2022-12-22T05:03:49|gpunode6|billing=10,cpu=22,gres/gpu=2,mem=37G,node=1|None
2857|hpc|user.79|COMPLETED|gpu|5|226G|3-00:00:00|2022-12-21T22:51:49|2022-12-22T02:36:49|2022-12-22T21:14:49|gpunode7|billing=10,cpu=5,gres/gpu=1,mem=226G,node=1|Dependency
2858|hpc|user.6|COMPLETED|gpu|26|860G|3-00:00:00|2022-12-22T00:42:49|2022-12-22T03:21:49|2022-12-22T20:44:49|gpunode8|billing=10,cpu=26,gres/gpu=15,mem=860G,node=1|None
2859|hpc|user.35|COMPLETED|gpu|5|20G|3-00:00:00|2022-12-21T23:28:49|2022-12-21T23:36:49|2022-12-22T06:21:49|gpunode9|billing=10,cpu=5,gres/gpu=2,mem=20G,node=1|ReqNodeNotAvail
2860|hpc|user.25|COMPLETED|gpu|16|906G|3-00:00:00|2022-12-21T22:42:49|2022-12-21T23:04:49|2022-12-22T06:12:49|gpunode10|billing=10,cpu=16,gres/gpu=10,mem=906G,node=1|None
2861|hpc|user.8|COMPLETED|cpu|10|25G|3-00:00:00|2022-12-23T00:11:49|2022-12-23T03:53:49|2022-12-24T00:52:49|node1|billing=10,cpu=10,mem=25G,node=1|None
2862|hpc|user.54|COMPLETED|cpu|8|602G|3-00:00:00|2022-12-22T21:19:49|2022-12-22T23:03:49|2022-12-23T04:14:49|node2|billing=10,cpu=8,mem=602G,node=1|QOSMaxJobsPerUserLimit
2863|hpc|user.42|COMPLETED|cpu|33|241G|3-00:00:00|2022-12-22T21:31:49|2022-12-23T00:46:49|2022-12-23T06:44:49|node3|billing=10,cpu=33,mem=241G,node=1|None
2864|hpc|user.54|COMPLETED|cpu|26|30G|3-00:00:00|2022-12-23T00:54:49|2022-12-23T00:59:49|2022-12-23T22:46:49|node4|billing=10,cpu=26,mem=30G,node=1|None
2865|hpc|user.90|COMPLETED|cpu|18|3G|3-00:00:00|2022-12-22T21:13:49|2022-12-22T21:26:49|2022-12-23T05:56:49|node5|billing=10,cpu=18,mem=3G,node=1|None
2866|hpc|user.27|COMPLETED|cpu|9|709G|3-00:00:00|2022-12-22T22:02:49|2022-12-22T23:52:49|2022-12-23T15:40:49|node6|billing=10,cpu=9,mem=709G,node=1|None
2867|hpc|user.74|COMPLETED|cpu|12|293G|3-00:00:00|2022-12-22T21:36:49|2022-12-23T01:20:49|2022-12-23T18:19:49|node7|billing=10,cpu=12,mem=293G,node=1|None
2868|hpc|user.85|COMPLETED|cpu|30|318G|3-00:00:00|2022-12-22T21:51:49|2022-12-22T22:30:49|2022-12-23T01:26:49|node8|billing=10,cpu=30,mem=318G,node=1|None
2869|hpc|user.53|COMPLETED|cpu|15|26G|3-00:00:00|2022-12-22T21:48:49|2022-12-22T21:53:49|2022-12-23T13:27:49|node9|billing=10,cpu=15,mem=26G,node=1|None
2870|hpc|user.81|COMPLETED|cpu|50|712G|3-00:00:00|2022-12-22T21:07:49|2022-12-22T21:23:49|2022-12-23T07:40:49|node10|billing=10,cpu=50,mem=712G,node=1|None
2871|hpc|user.42|COMPLETED|gpu|22|276G|3-00:00:00|2022-12-22T22:43:49|2022-12-23T01:57:49|2022-12-23T19:08:49|gpunode1|billing=10,cpu=22,gres/gpu=1,mem=276G,node=1|None
2872|hpc|user.35|COMPLETED|gpu|14|18G|3-00:00:00|2022-12-22T23:37:49|2022-12-23T01:08:49|2022-12-23T01:38:49|gpunode2|billing=10,cpu=14,gres/gpu=2,mem=18G,node=1|None
2873|hpc|user.22|COMPLETED|gpu|17|27G|3-00:00:00|2022-12-22T23:38:49|2022-12-23T01:57:49|2022-12-23T11:28:49|gpunode3|billing=10,cpu=17,gres/gpu=2,mem=27G,node=1|None
2874|hpc|user.28|COMPLETED|gpu|108|1457G|3-00:00:00|2022-12-22T21:59:49|2022-12-23T01:26:49|2022-12-23T17:04:49|gpunode4|billing=10,cpu=108,gres/gpu=10,mem=1457G,node=1|None
2875|hpc|user.54|COMPLETED|gpu|43|46G|3-00:00:00|2022-12-22T23:42:49|2022-12-23T01:38:49|2022-12-23T18:49:49|gpunode5|billing=10,cpu=43,gres/gpu=2,mem=46G,node=1|None
2876|hpc|user.80|COMPLETED|gpu|11|34G|3-00:00:00|2022-12-22T21:44:49|2022-12-22T23:36:49|2022-12-22T23:50:49|gpunode6|billing=10,cpu=11,gres/gpu=3,mem=34G,node=1|None
2877|hpc|user.25|COMPLETED|gpu|4|123G|3-00:00:00|2022-12-22T22:46:49|2022-12-23T02:08:49|2022-12-23T22:37:49|gpunode7|billing=10,cpu=4,gres/gpu=1,mem=123G,node=1|None
2878|hpc|user.28|COMPLETED|gpu|93|247G|3-00:00:00|2022-12-22T23:46:49|2022-12-23T03:00:49|2022-12-23T07:13:49|gpunode8|billing=10,cpu=93,gres/gpu=14,mem=247G,node=1|None
2879|hpc|user.69|COMPLETED|gpu|16|164G|3-00:00:00|2022-12-23T00:47:49|2022-12-23T02:24:49|2022-12-23T04:23:49|gpunode9|billing=10,cpu=16,gres/gpu=2,mem=164G,node=1|None
2880|hpc|user.15|COMPLETED|gpu|110|803G|3-00:00:00|2022-12-22T22:11:49|2022-12-22T23:01:49|2022-12-23T16:01:49|gpunode10|billing=10,cpu=110,gres/gpu=15,mem=803G,node=1|None
2881|hpc|user.90|COMPLETED|cpu|20|17G|3-00:00:00|2022-12-23T23:54:49|2022-12-24T00:03:49|2022-12-24T22:40:49|node1|billing=10,cpu=20,mem=17G,node=1|None
2882|hpc|user.56|COMPLETED|cpu|24|175G|3-00:00:00|2022-12-24T00:27:49|2022-12-24T01:20:49|2022-12-24T17:23:49|node2|billing=10,cpu=24,mem=175G,node=1|None
2883|hpc|user.8|COMPLETED|cpu|47|338G|3-00:00:00|2022-12-23T21:04:49|2022-12-23T23:18:49|2022-12-24T08:48:49|node3|billing=10,cpu=47,mem=338G,node=1|None
2884|hpc|user.15|COMPLETED|cpu|8|635G|3-00:00:00|2022-12-23T23:37:49|2022-12-24T02:01:49|2022-12-24T22:36:49|node4|billing=10,cpu=8,mem=635G,node=1|ReqNodeNotAvail
2885|hpc|user.47|COMPLETED|cpu|14|33G|3-00:00:00|2022-12-23T22:25:49|2022-12-24T01:39:49|2022-12-25T00:14:49|node5|billing=10,cpu=14,mem=33G,node=1|None
2886|hpc|user.21|COMPLETED|cpu|2|691G|3-00:00:00|2022-12-23T23:23:49|2022-12-24T00:09:49|2022-12-24T10:07:49|node6|billing=10,cpu=2,mem=691G,node=1|None
2887|hpc|user.68|COMPLETED|cpu|3|347G|3-00:00:00|2022-12-23T22:56:49|2022-12-23T23:35:49|2022-12-24T10:58:49|node7|billing=10,cpu=3,mem=347G,node=1|None
2888|hpc|user.14|COMPLETED|cpu|31|327G|3-00:00:00|2022-12-23T23:25:49|2022-12-24T01:51:49|2022-12-25T00:09:49|node8|billing=10,cpu=31,mem=327G,node=1|None
2889|hpc|user.42|COMPLETED|cpu|14|80G|3-00:00:00|2022-12-23T23:04:49|2022-12-23T23:32:49|2022-12-24T13:31:49|node9|billing=10,cpu=14,mem=80G,node=1|None
2890|hpc|user.12|COMPLETED|cpu|78|416G|3-00:00:00|2022-12-23T23:47:49|2022-12-24T01:59:49|2022-12-24T22:07:49|node10|billing=10,cpu=78,mem=416G,node=1|None
2891|hpc|user.53|COMPLETED|gpu|51|316G|3-00:00:00|2022-12-23T21:21:49|2022-12-24T01:00:49|2022-12-24T09:56:49|gpunode1|billing=10,cpu=51,gres/gpu=2,mem=316G,node=1|None
2892|hpc|user.97|COMPLETED|gpu|2|43G|3-00:00:00|2022-12-23T23:10:49|2022-12-23T23:52:49|2022-12-24T05:50:49|gpunode2|billing=10,cpu=2,gres/gpu=4,mem=43G,node=1|QOSMaxJobsPerUserLimit
2893|hpc|user.93|COMPLETED|gpu|13|249G|3-00:00:00|2022-12-23T23:07:49|2022-12-24T02:42:49|2022-12-24T04:30:49|gpunode3|billing=10,cpu=13,gres/gpu=2,mem=249G,node=1|None
2894|hpc|user.57|COMPLETED|gpu|76|948G|3-00:00:00|2022-12-24T00:13:49|2022-12-24T01:17:49|2022-12-24T10:37:49|gpunode4|billing=10,cpu=76,gres/gpu=10,mem=948G,node=1|None
2895|hpc|user.77|COMPLETED|gpu|55|299G|3-00:00:00|2022-12-23T22:24:49|2022-12-23T22:40:49|2022-12-24T13:24:49|gpunode5|billing=10,cpu=55,gres/gpu=1,mem=299G,node=1|None
2896|hpc|user.33|COMPLETED|gpu|14|20G|3-00:00:00|2022-12-23T23:37:49|2022-12-24T00:37:49|2022-12-25T00:19:49|gpunode6|billing=10,cpu=14,gres/gpu=3,mem=20G,node=1|None
2897|hpc|user.45|COMPLETED|gpu|5|82G|3-00:00:00|2022-12-23T22:00:49|2022-12-24T01:36:49|2022-12-24T03:15:49|gpunode7|billing=10,cpu=5,gres/gpu=1,mem=82G,node=1|None
2898|hpc|user.42|COMPLETED|gpu|98|895G|3-00:00:00|2022-12-23T21:58:49|2022-12-24T04:09:49|2022-12-24T14:58:49|gpunode8|billing=10,cpu=98,gres/gpu=13,mem=895G,node=1|None
2899|hpc|user.75|COMPLETED|gpu|2|88G|3-00:00:00|2022-12-23T21:06:49|2022-12-24T00:10:49|2022-12-24T04:26:49|gpunode9|billing=10,cpu=2,gres/gpu=2,mem=88G,node=1|None
2900|hpc|user.36|COMPLETED|gpu|55|836G|3-00:00:00|2022-12-24T00:19:49|2022-12-24T04:57:49|2022-12-25T01:09:49|gpunode10|billing=10,cpu=55,gres/gpu=16,mem=836G,node=1|None
2901|hpc|user.36|COMPLETED|cpu|18|57G|3-00:00:00|2022-12-24T22:26:49|2022-12-25T02:19:49|2022-12-26T00:01:49|node1|billing=10,cpu=18,mem=57G,node=1|None
2902|hpc|user.98|COMPLETED|cpu|72|723G|3-00:00:00|2022-12-24T23:27:49|2022-12-25T01:08:49|2022-12-25T01:47:49|node2|billing=10,cpu=72,mem=723G,node=1|QOSMaxJobsPerUserLimit
2903|hpc|user.45|COMPLETED|cpu|21|136G|3-00:00:00|2022-12-24T22:34:49|2022-12-24T23:39:49|2022-12-25T10:21:49|node3|billing=10,cpu=21,mem=136G,node=1|None
2904|hpc|user.48|COMPLETED|cpu|25|25G|3-00:00:00|2022-12-24T22:05:49|2022-12-24T23:53:49|2022-12-25T20:05:49|node4|billing=10,cpu=25,mem=25G,node=1|ReqNodeNotAvail
2905|hpc|user.6|COMPLETED|cpu|2|76G|3-00:00:00|2022-12-24T21:09:49|2022-12-25T00:24:49|2022-12-25T07:21:49|node5|billing=10,cpu=2,mem=76G,node=1|Dependency
2906|hpc|user.68|COMPLETED|cpu|71|451G|3-00:00:00|2022-12-25T00:35:49|2022-12-25T01:39:49|2022-12-25T23:57:49|node6|billing=10,cpu=71,mem=451G,node=1|None
2907|hpc|user.98|COMPLETED|cpu|26|50G|3-00:00:00|2022-12-24T21:55:49|2022-12-25T01:55:49|2022-12-25T21:31:49|node7|billing=10,cpu=26,mem=50G,node=1|None
2908|hpc|user.60|COMPLETED|cpu|27|336G|3-00:00:00|2022-12-24T23:51:49|2022-12-25T02:20:49|2022-12-25T07:05:49|node8|billing=10,cpu=27,mem=336G,node=1|None
2909|hpc|user.53|COMPLETED|cpu|1|10G|3-00:00:00|2022-12-24T21:37:49|2022-12-24T22:05:49|2022-12-25T03:49:49|node9|billing=10,cpu=1,mem=10G,node=1|None
